MonitoringLocationIdentifier,State,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure
MDEQ_WQ_WQX-M05BOZMC08,Montana,Bozeman Creek at Bogart Park,Stream,45.674853,-111.032115
MDEQ_WQ_WQX-M05BOZMC09,Montana,Bozeman Creek at E Tamarack Rd crossing,Stream,45.688305,-111.0302
MDEQ_WQ_WQX-M05BUCKC02,Montana,Buck Creek near mouth,Stream,45.168495,-111.241594
MDEQ_WQ_WQX-M05CACHC02,Montana,Cache Creek,Stream,45.0789,-111.3582
MDEQ_WQ_WQX-M05CACHC04,Montana,Cache Creek,Stream,45.0825,-111.3793
MDEQ_WQ_WQX-M05EGALR05,Montana,East Gallatin River at USGS gaging station and WWTP facility,Stream,45.72529,-111.06943
MDEQ_WQ_WQX-M05EGALR06,Montana,East Gallatin River downstream of WWTP mixing zone,Stream,45.73048,-111.07178
MDEQ_WQ_WQX-M05EGALR85,Montana,East Gallatin River d/s of 319 project,Stream,45.66621,-110.95947
MDEQ_WQ_WQX-M05EGALR91,Montana,East Gallatin River u/s of botanical garden,Stream,45.66502,-110.95339
MDEQ_WQ_WQX-M05GALLR02,Montana,Gallatin River near Three Forks,Stream,45.933117,-111.4922
MDEQ_WQ_WQX-M05GALLR15,Montana,Gallatin River at Logan FAS,Stream,45.887392,-111.429299
MDEQ_WQ_WQX-M05GALLR50,Montana,Gallatin River u/s W Cameron Bridge Rd,Stream,45.741694,-111.223722
MDEQ_WQ_WQX-M05GALLS60,Montana,Gallatin River spring 600 ft u/s of WF Gallatin River,Stream,45.263721,-111.253118
MDEQ_WQ_WQX-M05GALWF01,Montana,Gallatin River West Fork near mouth,Stream,45.26552,-111.25827
MDEQ_WQ_WQX-M05GLTNR01,Montana,Gallatin River 3 mi above Taylor Fork confl at YNP boundary,Stream,45.054444,-111.15638
MDEQ_WQ_WQX-M05GLTNR02,Montana,Gallatin River 2/3 mile below Taylor Fork confluence,Stream,45.090556,-111.21277
MDEQ_WQ_WQX-M05GLTNR03,Montana,Gallatin River just u/s Porcupine Cr bridge,Stream,45.226111,-111.24916
MDEQ_WQ_WQX-M05GLTNR04,Montana,Gallatin River near Jack Smith bridge,Stream,45.27806,-111.22857
MDEQ_WQ_WQX-M05GLTNR07,Montana,Gallatin River u/s Spanish Creek,Stream,45.48981,-111.271453
MDEQ_WQ_WQX-M05GLTNR10,Montana,Gallatin River just d/s Storm Castle Creek,Stream,45.45873,-111.246889
MDEQ_WQ_WQX-M05GLTNR20,Montana,Gallatin River at Lava Lake trailhead,Stream,45.406339,-111.225232
MDEQ_WQ_WQX-M05GLTNR25,Montana,Gallatin River below Swan Creek,Stream,45.376592,-111.175475
MDEQ_WQ_WQX-M05GLTNR26,Montana,Gallatin River at Moose Camp,Stream,45.359224,-111.17057
MDEQ_WQ_WQX-M05GLTNR28,Montana,Gallatin River 0.3 mi u/s of Karst Stage Loop turnoff,Stream,45.339442,-111.172137
MTVOLWQM_WQX-BC-ROAD,Montana,Bear Creek near Bear Crk Loop Rd,Stream,45.168662,-111.596552
MDEQ_WQ_WQX-M05GLTNR35,Montana,Gallatin River 3.5 mi. d/s W Fk Gallatin River,Stream,45.297457,-111.209784
MDEQ_WQ_WQX-M05GLTNR36,Montana,Gallatin River d/s WF Gallatin R,Stream,45.2976,-111.20806
MDEQ_WQ_WQX-M05GLTNR40,Montana,Gallatin River u/s W Fk Gallatin River,Stream,45.261587,-111.251636
MDEQ_WQ_WQX-M05GLTNR43,Montana,Gallatin River at WMA (Michener Cr),Stream,45.2522,-111.2497
MDEQ_WQ_WQX-M05GLTNR60,Montana,Gallatin River below Taylor Fork Creek,Stream,45.142061,-111.241
MDEQ_WQ_WQX-M05GLTNR65,Montana,Gallatin River d/s Buck Creek,Stream,45.201417,-111.23889
MDEQ_WQ_WQX-M05GLTNR75,Montana,Gallatin River just u/s of Cinnamon Creek,Stream,45.112422,-111.223196
MDEQ_WQ_WQX-M05GLTNR85,Montana,Gallatin River just u/s of Taylor Fork,Stream,45.076191,-111.20037
MDEQ_WQ_WQX-M05GLTNR90,Montana,Gallatin River just d/s of Sage Creek,Stream,45.068197,-111.189132
MDEQ_WQ_WQX-M05GLTNR92,Montana,Gallatin River 0.2 mi u/s Tepee Creek,Stream,45.05829,-111.16444
MDEQ_WQ_WQX-M05LGALR02,Montana,Gallatin River above Hwy 191 bridge at canyon mouth,Stream,45.519722,-111.250556
MDEQ_WQ_WQX-M05LGALR06,Montana,Gallatin River below Axtell Bridge Fishing Access,Stream,45.623333,-111.205
MDEQ_WQ_WQX-M05LGALR25,Montana,Gallatin River at W Dry Creek Rd,Stream,45.860166,-111.290693
MDEQ_WQ_WQX-M05MANDC02,Montana,Mandeville Creek at Bozeman High School,Stream,45.683316,-111.051793
MDEQ_WQ_WQX-M05MANDC04,Montana,Mandeville Creek wetland outlet,Stream,45.711379,-111.055712
MDEQ_WQ_WQX-M05MANDC08,Montana,Mandeville Creek d/s of confluence with Spring Cr,Stream,45.703628,-111.055503
MDEQ_WQ_WQX-M05MANDC10,Montana,Mandeville Creek u/s of confluence with Spring Cr,Stream,45.703153,-111.054881
MDEQ_WQ_WQX-M05MANDC12,Montana,Mandeville Creek at inlet to wetland,Stream,45.701212,-111.0541
MDEQ_WQ_WQX-M05MANDWELL01,Montana,Mandeville 319 project?s downgradient groundwater well,Stream,45.706522,-111.055732
MDEQ_WQ_WQX-M05MANDWELL03,Montana,Mandeville 319 project?s groundwater well d/s Farmers Canal,Stream,45.704403,-111.055652
MDEQ_WQ_WQX-M05MANDWELL05,Montana,Mandeville 319 project?s groundwater well u/s Farmers Canal,Stream,45.702657,-111.055275
MDEQ_WQ_WQX-M05MANDWELL07,Montana,Mandeville 319 project?s upgradient groundwater well,Stream,45.700955,-111.054348
MDEQ_WQ_WQX-M05MTHBC02,Montana,"Mathew Bird Creek, East of E College St., near mouth",Stream,45.671257,-111.034357
MDEQ_WQ_WQX-M05PRTLC02,Montana,Portal Creek 50 m above mouth,Stream,45.318192,-111.186854
MDEQ_WQ_WQX-M05SPRGC01,Montana,Spring Creek (Farmer's Canal) at inlet to wetland,Stream,45.700463,-111.055338
MDEQ_WQ_WQX-M05SPRGC15,Montana,Spring Creek (Farmer's Canal) u/s confluence with Mandeville Cr,Stream,45.703082,-111.055382
MDEQ_WQ_WQX-M05STMCC01,Montana,Storm Castle Creek (formerly Squaw Cr M05SQAWC01) about 1/8 mile above the mouth,Stream,45.44087,-111.2251
MDEQ_WQ_WQX-M05STMCC03,Montana,Storm Castle Creek at SCC Trailhead,Stream,45.44211,-111.21751
MDEQ_WQ_WQX-M05SWANC01,Montana,Swan Creek at mouth,Stream,45.371923,-111.174078
MDEQ_WQ_WQX-M05TALFK01,Montana,Taylor Fork at mouth,Stream,45.075945,-111.201863
MDEQ_WQ_WQX-M05TMPSC02,Montana,Thompson Spring Creek upstream of Hamilton Road,Stream,45.815833,-111.156111
MDEQ_WQ_WQX-M06ELKC03,Montana,Elk Creek downstream Norris Road crossing,Stream,45.64416,-111.45741
MDEQ_WQ_WQX-M06MADNR07,Montana,Madison River at Varney Road crossing,Stream,45.23219,-111.75117
MDEQ_WQ_WQX-M06MADNR08,Montana,Madison River at Ennis Fishing Access,Stream,45.34518,-111.72401
MDEQ_WQ_WQX-M06MADNR10,Montana,Madison River at I-90 bridge,Stream,45.89974,-111.52424
MDEQ_WQ_WQX-M06MADNR13,Montana,Madison River at mouth at Headwaters State Park,Stream,45.9259,-111.5036
MDEQ_WQ_WQX-M06MADNR21,Montana,Madison River at Damselfly FAS,Stream,45.62394,-111.54815
MDEQ_WQ_WQX-M06MADNR50,Montana,Madison River at Eight Mile Ford FAS,Stream,45.266041,-111.749702
MDEQ_WQ_WQX-M06MDWFR05,Montana,Madison River West Fork about 0.5 mile upstream mouth,Stream,44.88139,-111.58268
MDEQ_WQ_WQX-M08JEFFR42,Montana,Jefferson River just downstream frontage road bridge,Stream,45.89754,-111.59444
MDEQ_WQ_WQX-M05GLTNR30,Montana,Gallatin River d/s Portal Creek,Stream,45.32198,-111.1793
MDEQ_WQ_WQX-M09BEAVC30,Montana,Beaver Creek at Hwy 12 Road Crossing,Stream,46.487868,-111.671908
MDEQ_WQ_WQX-M09CAVEG01,Montana,Cave Gulch Creek about 1 1/4 mile above the USFS boundary,Stream,46.67149,-111.6875
MDEQ_WQ_WQX-M09CLNCC07,Montana,"Clancy Creek near Clancy school, near track",Stream,46.466699,-111.991161
MDEQ_WQ_WQX-M09CONFG01,Montana,Confederate Gulch about 300 yards above the mouth,Stream,46.4873,-111.5137
MDEQ_WQ_WQX-M09CONFG30,Montana,Confederate Gulch Creek at HWY 284 Road Crossing,Stream,46.531261,-111.490249
MDEQ_WQ_WQX-M09CONFG50,Montana,"Confederate Gulch on BLM, upstream of Hunter Gulch",Stream,46.572301,-111.457633
MDEQ_WQ_WQX-M09CONFG70,Montana,"Confederate Gulch Creek, u/s of USFS Boundary",Stream,46.596896,-111.424605
MDEQ_WQ_WQX-M09CONFG80,Montana,"Confederate Gulch Creek, d/s of Blacktail Road (USFS 4171)",Stream,46.608353,-111.391186
MDEQ_WQ_WQX-M09CROWC03,Montana,Crow Creek at mouth (Missouri River),Stream,46.1937,-111.488
MDEQ_WQ_WQX-M09CROWC15,Montana,Crow Creek at Hwy 437 crossing,Stream,46.169373,-111.567034
MDEQ_WQ_WQX-M09CROWC50,Montana,"Crow Creek, d/s of BLM Campground",Stream,46.245834,-111.665883
MDEQ_WQ_WQX-M09CROWC60,Montana,"Crow Creek, u/s of USFS boundary (FT 109)",Stream,46.264226,-111.688423
MDEQ_WQ_WQX-M09CROWC80,Montana,"Crow Creek, u/s of Eagle Creek road bridge  (USFS 405)",Stream,46.302028,-111.7364
MDEQ_WQ_WQX-M09CROWC85,Montana,"Crow Creek, d/s of Hall Creek",Stream,46.322257,-111.761431
MDEQ_WQ_WQX-M09CYNFL12,Montana,Canyon Ferry Lake at Chinaman Cove,Lake,46.6505,-111.71136
MDEQ_WQ_WQX-M09DEEPC01,Montana,Deep Creek at mouth (Missouri River),Stream,46.2895,-111.5212
MDEQ_WQ_WQX-M09DEEPC04,Montana,Deep Creek upper ML Bar Ranch,Stream,46.32285,-111.2963
MDEQ_WQ_WQX-M09DEEPC06,Montana,Deep Creek on state land,Stream,46.3133,-111.4229
MDEQ_WQ_WQX-M09DEEPC08,Montana,Deep Creek near mouth,Stream,46.2851,-111.5093
MDEQ_WQ_WQX-M09DEEPC70,Montana,Deep Creek 1.2 mi u/s of Deep Creek picnic area,Stream,46.33465,-111.17144
MDEQ_WQ_WQX-M09DRYC01,Montana,Dry Creek just above the lower USFS boundary,Stream,46.24891,-111.28307
MDEQ_WQ_WQX-M09DRYC02,Montana,Dry Creek at Flynn Road,Stream,46.24362,-111.45163
MDEQ_WQ_WQX-M09DRYC04,Montana,Dry Creek just upstream of mouth (Missouri River),Stream,46.2418,-111.4691
MDEQ_WQ_WQX-M09DRYC90,Montana,"Dry Creek, near headwaters where Dry Creek road diverages from stream",Stream,46.2212,-111.168351
MDEQ_WQ_WQX-M09HLGTG40,Montana,Hellgate Gulch Creek at USFS Boundary,Stream,46.648153,-111.596102
MDEQ_WQ_WQX-M09HLGTG50,Montana,Hellgate Gulch Creek 1 mi u/s of USFS boundary,Stream,46.659935,-111.587781
MDEQ_WQ_WQX-M09HLGTG60,Montana,Hellgate Gulch Creek headwaters area,Stream,46.676372,-111.582054
MDEQ_WQ_WQX-M09INDNC01,Montana,Indian Creek at mouth,Stream,46.334487,-111.534397
MDEQ_WQ_WQX-M09INDNC50,Montana,Indian Creek at mining complex,Stream,46.328394,-111.612544
MDEQ_WQ_WQX-M09INDNC60,Montana,Indian Creek upstream at BLM boundary,Stream,46.319125,-111.628563
MDEQ_WQ_WQX-M09INEFC10,Montana,Indian Creek East Fork u/s of confluence with West Fork on BLM,Stream,46.314713,-111.667925
MDEQ_WQ_WQX-M09INEFC50,Montana,Indian Creek East Fork d/s of Sheps Gulch,Stream,46.340064,-111.675408
MDEQ_WQ_WQX-M09INEFC90,Montana,Indian Creek East Fork headwaters u/s of NF-360 and d/s NF-405,Stream,46.366727,-111.711151
MDEQ_WQ_WQX-M09LHLNC01,Montana,Lake Helena center deep,Lake,46.696722,-111.92855
MDEQ_WQ_WQX-M09LHLNO01,Montana,Lake Helena outlet,Lake,46.701972,-111.90111
MDEQ_WQ_WQX-M09LHLNW02,Montana,Lake Helena at midpoint West,Stream,46.6949,-111.93965
MDEQ_WQ_WQX-M09LPPRC09,Montana,Little Prickly Pear Creek at Wolf Creek,Stream,47.00526,-112.07061
MDEQ_WQ_WQX-M09LUMPG05,Montana,Lump Gulch near mouth,Stream,46.4785,-111.98383
MDEQ_WQ_WQX-M09MAGPC04,Montana,Magpie Creek at mouth below E Shore Dr.,Stream,46.643236,-111.683582
MDEQ_WQ_WQX-M09MAGPC20,Montana,Magpie Creek at Washout Gulch,Stream,46.670291,-111.65685
MDEQ_WQ_WQX-M09MAGPC75,Montana,Magpie Creek d/s of headwaters confluence,Stream,46.735658,-111.59967
MDEQ_WQ_WQX-M09MCCLC03,Montana,McClellan Creek 0.7 mi u/s of confluence with Prickly Pear Creek,Stream,46.550564,-111.89869
MDEQ_WQ_WQX-M09MISSR07,Montana,Missouri River below Canyon Ferry Dam,Stream,46.6545,-111.7358
MDEQ_WQ_WQX-M09MISSR10,Montana,Missouri River at USGS gage below Holter Dam,Stream,46.995,-112.01
MDEQ_WQ_WQX-M09MISSR11,Montana,Missouri River at Wolf Creek bridge,Stream,47.0176,-112.0112
MDEQ_WQ_WQX-M09MISSR18,Montana,Missouri River downstream of Hwy 287 bridge,Stream,46.3519,-111.523
MDEQ_WQ_WQX-M09MISSR21,Montana,Missouri River near Clarkston and Fairweather Fishing Access,Stream,46.0417,-111.4254
MDEQ_WQ_WQX-M09MISSR23,Montana,Missouri River d/s Craig Frontage Rd bridge and u/s Little Prickly Pear Cr,Stream,47.02077,-112.01475
MDEQ_WQ_WQX-M09MISSR26,Montana,Missouri River at Toston,Stream,46.17368,-111.44572
MDEQ_WQ_WQX-M09MISSR27,Montana,Missouri River downstream Hauser Lake Dam,Stream,46.76517,-111.88947
MDEQ_WQ_WQX-M09MISSR32,Montana,Missouri River at Fairweather FAS,Stream,46.03372,-111.42169
MDEQ_WQ_WQX-M09MISSR70,Montana,Missouri River at York's Island Fishing Access,Stream,46.26614,-111.49271
MDEQ_WQ_WQX-M09MISSR77,Montana,Missouri River d/s Beaver Creek FAS,Stream,46.788636,-111.902631
MDEQ_WQ_WQX-M09MISSR80,Montana,Missouri River u/s Wolf Creek bridge,Stream,47.0036,-111.999
MDEQ_WQ_WQX-M09PKPRC01,Montana,Prickly Pear Creek above Stanisfield Lk,Stream,46.633055,-111.979
MDEQ_WQ_WQX-M09PKPRC02,Montana,Prickly Pear Creek above Tenmile Ck,Stream,46.660667,-111.97541
MDEQ_WQ_WQX-M09PKPRC05,Montana,Prickly Pear Creek below E. Helena,Stream,46.598028,-111.93055
MDEQ_WQ_WQX-M09PKPRC10,Montana,Prickly Pear Creek near Jeffeson City,Stream,46.398055,-112.01805
MDEQ_WQ_WQX-M09PKPRC14,Montana,Prickly Pear Creek downstream from McClenllan Creek,Stream,46.56931,-111.9154
MDEQ_WQ_WQX-M09PKPRC15,Montana,Prickly Pear Creek just downstream Hwy 282 crossing,Stream,46.51239,-111.94829
MDEQ_WQ_WQX-M09PKPRC18,Montana,Prickly Pear Creek at Helena WWTP discharge ditch,Stream,46.684934,-111.96868
MDEQ_WQ_WQX-M09PKPRC20,Montana,Prickly Pear Ck at Canyon Ferry Rd. crossing,Stream,46.616935,-111.960595
MDEQ_WQ_WQX-M09PKPRC22,Montana,Prickly Pear Creek 2 mi. u/s confluence Tenmile Creek,Stream,46.647999,-111.976377
MDEQ_WQ_WQX-M09PKPRC30,Montana,Prickly Pear Ck 1 mile upstream of HWY 12 crossing,Stream,46.576578,-111.914918
MDEQ_WQ_WQX-M09PREPC02,Montana,Prickly Pear Creek at Montana Law Enforcement Acadamy,Stream,46.66123,-111.97619
MDEQ_WQ_WQX-M09PRPEC01,Montana,Prickly Pear Creek near Clancy,Stream,46.516111,-111.947778
MDEQ_WQ_WQX-M09SIXTC03,Montana,Sixteenmile Creek near the mouth (Missouri River),Stream,46.10832,-111.39507
MDEQ_WQ_WQX-M09SLVRC03,Montana,Silver Creek at S. CK Estates Rd,Stream,46.698972,-112.10619
MDEQ_WQ_WQX-M09SLVRC04,Montana,Silver Creek at John G Mine Rd,Stream,46.6897,-112.052772
MDEQ_WQ_WQX-M09SPMDL01,Montana,Spring Meadow Lake,Lake,46.6111,-112.0762
MDEQ_WQ_WQX-M09SVNMC02,Montana,Sevenmile Creek u/s of bridge 150ft N of RR tracks,Stream,46.649167,-112.121389
MDEQ_WQ_WQX-M09SVNMC03,Montana,Sevenmile Creek at Head Lane crossing,Stream,46.636759,-112.084524
MDEQ_WQ_WQX-M09TENMC02,Montana,Tenmile Creek u/s of Green Meadow Dr,Stream,46.631667,-112.047222
MDEQ_WQ_WQX-M09TENMC09,Montana,Tenmile Creek at Williams Street bridge,Stream,46.60497,-112.08819
MDEQ_WQ_WQX-M09TENMC10,Montana,"Tenmile Creek at Sierra Road crossing, above mouth",Stream,46.66074,-111.98994
MDEQ_WQ_WQX-M09TENMC15,Montana,Tenmile Creek u/s of Hwy 12 crossing,Stream,46.57683,-112.156306
MDEQ_WQ_WQX-M09TENMC20,Montana,Tenmile Creek at Tenmile Cr Park,Stream,46.61146,-112.08045
MDEQ_WQ_WQX-M09TENMC65,Montana,Tenmile Creek upstream of Tenmile Cr campground,Stream,46.53409,-112.24889
MDEQ_WQ_WQX-M09WMSC01,Montana,Warm Springs Creek 1 mi N of Clancy,Stream,46.450278,-111.986111
MDEQ_WQ_WQX-M10BBCHC01,Montana,Big Birch Creek at mouth,Stream,46.58832,-111.05435
MDEQ_WQ_WQX-M10BENTG01,Montana,Benton Gulch at mouth and upstream confluence with Smith,Stream,46.70551,-111.19429
MTVOLWQM_WQX-BA,Montana,Big Arm State Park,Lake,47.80661,-114.310784
MDEQ_WQ_WQX-M10CMASC01,Montana,Camas Creek at mouth,Stream,46.70431,-111.19278
MDEQ_WQ_WQX-M10CMASC04,Montana,Camas Creek at Hwy 360,Stream,46.67824,-111.19388
MDEQ_WQ_WQX-M10CMASC05,Montana,Camas Creek 1 mi u/s of mouth,Stream,46.692,-111.1884
MDEQ_WQ_WQX-M10DEEPC01,Montana,Deep Creek near mouth,Stream,47.10623,-111.27337
MDEQ_WQ_WQX-M10FORMC01,Montana,Fourmile Creek just past USFS and private land boundary,Stream,46.562,-110.7488
MDEQ_WQ_WQX-M10HONDC01,Montana,Hound Creek 1 mile upstream from mouth,Stream,47.213889,-111.409167
MDEQ_WQ_WQX-M10MOOSC07,Montana,Moose Creek at Moose Creek Campground,Stream,46.8339,-110.8767
MDEQ_WQ_WQX-M10NEWLC03,Montana,Newlan Creek upstream of confluence with Smith River,Stream,46.59051,-111.04958
MDEQ_WQ_WQX-M10SHEPC01,Montana,Sheep Creek near mouth,Stream,46.80718,-111.16107
MDEQ_WQ_WQX-M10SHEPC06,Montana,Sheep Creek about 1 mile upstream of Moose Creek,Stream,46.79281,-110.91112
MDEQ_WQ_WQX-M10SHEPC12,Montana,Sheep Creek at the mouth,Stream,46.80419,-111.18297
MDEQ_WQ_WQX-M10SMRNF01,Montana,Smith River North Fork upstream of confluence,Stream,46.52709,-110.96663
MDEQ_WQ_WQX-M10SMRSF03,Montana,"Smith River South Fork at Slaughter House Ln crossing, u/s Cooks Creek",Stream,46.52401,-110.97232
MDEQ_WQ_WQX-M10SMTHR01,Montana,Smith River at Eden Bridge,Stream,47.23615,-111.3888
MDEQ_WQ_WQX-M10SMTHR04,Montana,Smith River 200 feet above Hwy 360 bridge,Stream,46.67625,-111.14793
MDEQ_WQ_WQX-M10SMTHR05B,Montana,Smith River on state land just upstream of mouth,Stream,47.39994,-111.48016
MDEQ_WQ_WQX-M10SMTHR06,Montana,"Smith River at Camp Baker, upstream Sheep Creek confluence",Stream,46.80217,-111.18026
MDEQ_WQ_WQX-M10SMTHR09,Montana,Smith River downstream Hound Creek,Stream,47.22813,-111.39348
MDEQ_WQ_WQX-M10SMTHR10,Montana,Smith River upstream Hound Creek,Stream,47.20383,-111.382151
MDEQ_WQ_WQX-M10SMTHR12,Montana,Smith River,Stream,47.17833,-111.340436
MDEQ_WQ_WQX-M10SMTHR14,Montana,"Smith River at Rattlesnake Boat Camp, just outside the canyon",Stream,47.15054,-111.31844
MDEQ_WQ_WQX-M10SMTHR14A,Montana,Smith River at Black Butte,Stream,47.1508,-111.29037
MDEQ_WQ_WQX-M10SMTHR14B,Montana,Smith River,Stream,47.12872,-111.27106
MDEQ_WQ_WQX-M10SMTHR15,Montana,Smith River just downstream Deep Creek,Stream,47.10859,-111.28004
MDEQ_WQ_WQX-M10SMTHR16,Montana,Smith River upstream Deep Creek at Paradise Bend,Stream,47.10382,-111.28235
MDEQ_WQ_WQX-M10SMTHR17,Montana,Smith River at Fraunhofer Boat Camp,Stream,47.07969,-111.27503
MDEQ_WQ_WQX-M10SMTHR18,Montana,Smith River at Crow's Foot Boat Camp,Stream,47.05803,-111.26798
MDEQ_WQ_WQX-M10SMTHR19,Montana,Smith River downstream Bear Gulch Spring,Stream,47.03231,-111.27878
MDEQ_WQ_WQX-M10SMTHR20,Montana,Smith River at Heaven on Earth Ranch,Stream,47.03213,-111.28632
MDEQ_WQ_WQX-M10SMTHR30,Montana,Smith River at county line,Stream,47.00209,-111.29006
MDEQ_WQ_WQX-M10SMTHR40,Montana,Smith River at Castle Bar Road,Stream,46.97724,-111.28577
MDEQ_WQ_WQX-M10SMTHR46,Montana,Smith River,Stream,46.95383,-111.283109
MDEQ_WQ_WQX-M10SMTHR48,Montana,Smith River upstream Tenderfoot Creek confluence,Stream,46.94139,-111.29455
MDEQ_WQ_WQX-M10SMTHR50,Montana,Smith River,Stream,46.928684,-111.278262
MDEQ_WQ_WQX-M10SMTHR53,Montana,Smith River downstream Blacktail Creek,Stream,46.904868,-111.271732
MDEQ_WQ_WQX-M10SMTHR58,Montana,Smith River downstream Rock Creek confluence,Stream,46.87066,-111.2712
MDEQ_WQ_WQX-M10SMTHR61,Montana,Smith River downstream Indian Springs Boat Camp,Stream,46.855608,-111.248148
MDEQ_WQ_WQX-M10SMTHR68,Montana,Smith River above Whitetail Deer Creek,Stream,46.75132,-111.16869
MDEQ_WQ_WQX-M10SMTHR74,Montana,Smith River at Fort Logan FAS,Stream,46.72802,-111.17576
MDEQ_WQ_WQX-M10SMTHR76,Montana,Smith River above Rock Springs Creek,Stream,46.63256,-111.09171
MDEQ_WQ_WQX-M10SMTHR78,Montana,Smith River just upstream Camas Creek confluence,Stream,46.70513,-111.19229
MDEQ_WQ_WQX-M10SMTHR92,Montana,Smith River d/s Newlan Creek confluence,Stream,46.59152,-111.05691
MDEQ_WQ_WQX-M10SMTHR95,Montana,Smith River at Birch Creek Road,Stream,46.54844,-111.00903
MDEQ_WQ_WQX-M10TNDFC02,Montana,Tenderfoot Creek at mouth,Stream,46.941748,-111.294364
MDEQ_WQ_WQX-M10WHTDC01,Montana,Whitetail Deer Creek near mouth,Stream,46.75166,-111.16624
MDEQ_WQ_WQX-M11BELTC03,Montana,Belt Creek u/s Salem Rd bridge 700 ft,Stream,47.582464,-111.030475
MDEQ_WQ_WQX-M11BELTC70,Montana,Belt Creek off Hwy 89,Stream,47.04308,-110.79143
MDEQ_WQ_WQX-M12DBRMF04,Montana,Dearborn River Middle Fork downhill from Hwy 200,Stream,47.0914,-112.3618
MDEQ_WQ_WQX-M12DRBNR01,Montana,Dearborn River at Hwy 287,Stream,47.198611,-112.093056
MDEQ_WQ_WQX-M12DRBNR04,Montana,Dearborn River at HWY 287,Stream,47.19875,-112.095
MDEQ_WQ_WQX-M12LNPNC01,Montana,Lone Pine Creek near mouth,Stream,47.2133,-112.4949
MDEQ_WQ_WQX-M12MISSR06,Montana,Missouri River at Millegan Rd crossing in Ulm,Stream,47.43039,-111.50091
MDEQ_WQ_WQX-M12MISSR07,Montana,Missouri River upstream of Big Bend FAS,Stream,47.40202,-111.34716
MDEQ_WQ_WQX-M12MISSR08,Montana,Missouri River near Morony Dam,Stream,47.58581,-111.06059
MDEQ_WQ_WQX-M12MISSR10,Montana,"Missouri River near Loma, MT",Stream,47.91465,-110.49796
MDEQ_WQ_WQX-M12MISSR11,Montana,Missouri River at Pelican Point FAS,Stream,47.19972,-111.77513
MDEQ_WQ_WQX-M12MISSR12,Montana,Missouri River just upstream of Sun River confluence,Stream,47.49238,-111.3154
MDEQ_WQ_WQX-M12MISSR13,Montana,"Missouri River at Fort Benton, at USGS gage",Stream,47.81744,-110.66698
MDEQ_WQ_WQX-M12MISSR15,Montana,Missouri River at Central Avenue bridge in Great Falls,Stream,47.5083,-111.3094
MDEQ_WQ_WQX-M12MISSR16,Montana,Missouri River at White Bear FAS,Stream,47.433842,-111.290344
MDEQ_WQ_WQX-M12MISSR17,Montana,Missouri River at Big Bend FAS,Stream,47.38975,-111.3386
MDEQ_WQ_WQX-M12MISSR20,Montana,Missouri River at Mountain Palace FAS,Stream,47.16259,-111.823733
MDEQ_WQ_WQX-M12MISSR25,Montana,"Missouri River at Rivers Edge Trail, left side",Stream,47.5216,-111.27334
MDEQ_WQ_WQX-M12MISSR35,Montana,Missouri River at Ryan Dam reservoir,Stream,47.57811,-111.08309
MDEQ_WQ_WQX-M12MISSR38,Montana,Missouri River at Ryan Dam Tailrace,Stream,47.56662,-111.11597
MDEQ_WQ_WQX-M12MISSR40,Montana,Missouri River at upper reservoir (Ryan Dam),Stream,47.55513,-111.14217
MDEQ_WQ_WQX-M12MISSR41,Montana,Missouri River downstream Cochrane Dam Turbine Discharge,Stream,47.55413,-111.14826
MDEQ_WQ_WQX-M12MISSR42,Montana,Missouri River below Whitmore Ravine,Stream,47.53991,-111.18584
MDEQ_WQ_WQX-M12MISSR43,Montana,Missouri River at Rainbow Dam Tailrace,Stream,47.53405,-111.19879
MDEQ_WQ_WQX-M12MISSR45,Montana,Missouri River at North Mid Reservoir,Stream,47.53734,-111.22177
MDEQ_WQ_WQX-M12MISSR47,Montana,Missouri River just downstream of Black Eagle Dam Tailrace,Stream,47.52128,-111.25749
MDEQ_WQ_WQX-M12MISSR50,Montana,Missouri River at mid Cochrane Reservoir,Stream,47.55055,-111.158
MDEQ_WQ_WQX-M12MISSR60,Montana,Missouri River at Fort Benton City Park,Stream,47.82005,-110.664
MDEQ_WQ_WQX-M12MISSR75,Montana,Missouri River at Cascade Fishing Access,Stream,47.28156,-111.68991
MDEQ_WQ_WQX-M12MISSR97,Montana,Missouri River just upstream Lone Tree Fishing Access,Stream,47.0563,-111.96747
MDEQ_WQ_WQX-M12WHTMR01,Montana,Whitmore Ravine at footpath bridge above mouth,Stream,47.538893,-111.184943
MDEQ_WQ_WQX-M13BGCUC60,Montana,Big Coulee d/s Hwy 408 bridge,Stream,47.579016,-112.068165
MDEQ_WQ_WQX-M13ELKC05,Montana,Elk Creek on the Scherrer property,Stream,47.511367,-112.336864
MDEQ_WQ_WQX-M13SUNR08,Montana,Sun River just above 6th Street Bridge,Stream,47.49132,-111.32985
MDEQ_WQ_WQX-M13SUNR64,Montana,Sun River below Pishkun Canal,Stream,47.61764,-112.69146
MDEQ_WQ_WQX-M13SUNR66,Montana,Sun River below Diversion Lake,Stream,47.61973,-112.69311
MDEQ_WQ_WQX-M14SPRC01,Montana,Spring Creek at Choteau Park,Stream,47.813056,-112.18
