OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS1,"Big Sandy Crk, near hd waters, on left side of road",River/Stream,,10050005,,,,,48.1677830000,-109.7072210000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS10,Reservation boundry,River/Stream,,10050005,,,,,48.1722020000,-109.8259660000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS2,Above Ranger Creek,River/Stream,,10050005,,,,,48.1622600000,-109.7540160000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS3,Below Ranger Creek,River/Stream,,10050005,,,,,48.1625630000,-109.7550080000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS4,Above Wolf Creek,River/Stream,,10050005,,,,,48.1633930000,-109.7611330000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS5,below Wolf Creek,River/Stream,,10050005,,,,,48.1635500000,-109.7623160000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS6,Above Green Creek,River/Stream,,10050005,,,,,48.1658030000,-109.7737030000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS7,Below Green Creek,River/Stream,,10050005,,,,,48.1658820000,-109.7737980000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS8,"Above Muddy Creek, near culvert",River/Stream,,10050005,,,,,48.1828510000,-109.8108910000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-BS9,Below Muddy Creek,River/Stream,,10050005,,,,,48.1837380000,-109.8145610000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-CB1,"Cabin Creek, Above Beaver Creek",River/Stream,Changed from CC1 to CB1 (12/03/02),10050004,,,,,48.1945880000,-109.6505710000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-EC1,Eagle Creek just before entering WF,River/Stream,,10050004,,,,,48.1633940000,-109.6610000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-EF1,"East Fork, East and West fork come together",River/Stream,,10050004,,,,,48.1770990000,-109.6406710000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-EF2,Below East Fork dam,River/Stream,,10050004,,,,,48.1762290000,-109.6406010000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-EF3,Above East fork dam,River/Stream,,10050004,,,,,48.1696200000,-109.6272300000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-EK1,"Elk Creek, Above Beaver Creek",River/Stream,Changed from EC1 to EK1 (11/27/02),10050004,,,,,48.1860350000,-109.6461280000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-GC1,"Gorman Crk, Near cottonwoods",River/Stream,,10050005,,,,,48.2038600000,-109.9088380000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-GR1,"Green Creek, before entering BS Creek",River/Stream,Changed from GC1.to GR1 (12/03/02),10050005,,,,,48.1658030000,-109.7738000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-JM1,"Trib to W Fork, Below Green water tank South Bowery",River/Stream,,10050004,,,,,48.1671430000,-109.6750310000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-JM2,"Trib to Big Sandy, Water pipe",River/Stream,,10050005,,,,,48.1707910000,-109.7132260000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-MC1,Muddy Creek 1,River/Stream,near head waters,10050005,,,,,48.2016830000,-109.7645170000,,,,GPS Carrier Phase Static Relative Position,WGS84,4436,ft,,,GPS Carrier Phase Static Relative Position,SEALV,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-MC2,Muddy CReek Site 2,River/Stream,near old rock camp ground,10050005,,,,,48.1952170000,-109.7838830000,,,,GPS Carrier Phase Static Relative Position,WGS84,4210,ft,,,GPS Carrier Phase Static Relative Position,SEALV,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-MC3,Below Muddy Creek Turnoff (2007 319 Site),River/Stream,319 project site,10050005,,,,,48.1963830000,-109.7991000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-MG1,"Miner''s Gulch, Above Beaver Creek",River/Stream,,10050004,,,,,48.2071740000,-109.6483580000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-RC1,"Ranger Crk, Near bottom,before entering BS creek",River/Stream,Changed from Ranger C.to RC1 (11/27/02),10050005,,,,,48.1620810000,-109.7546460000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-UBS1,UBS1,River/Stream,,10050005,,,,,48.1663888900,-109.7066666700,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WB1,White Buffalo,River/Stream,,10050004,,,,,48.2062619300,-109.6513530000,,,,GPS-Unspecified,OTHER,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WC3,Wolf Creek Above Chance Houle 319 project-past house,River/Stream,"319 project site. This site was found to be on Big Knife Coulee, a tributary to Wolf Creek, Spring 2012. A new site was set up to monitor Wolf Creek proper (WC6), Spring 2012.",10050005,,,,,48.2948500000,-109.8044670000,,,,GPS-Unspecified,NAD83,3390,ft,,,GPS Code (Pseudo Range) Precise Position,SEALV,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WCBS1,Wolf Creek Before entering upper Big Sandy Creek,River/Stream,"Changed from WF1 to WC1 (12-0
Changed from WC1 to WCBS1 (Wolf Creek Big Sandy Creek 1) on 10/08/2012",10050005,,,,,48.1632120000,-109.7617910000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WF1,"West Fork, Before it meets with East Fork",River/Stream,,10050004,,,,,48.1770730000,-109.6411530000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WF2,Above Amisk Creek,River/Stream,,10050004,,,,,48.1744890200,-109.6440047500,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WF3,"Bottom of Amisk Creek, before entering WF",River/Stream,,10050004,,,,,48.1752380000,-109.6424650000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WF4,Old timber cutting road at base of Baldy,River/Stream,,10050004,,,,,48.1685510000,-109.6526760000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WF5,"Above Eagle Creek, entering WF",River/Stream,,10050004,,,,,48.1635130000,-109.6608330000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WF6,Below EC Confluence,River/Stream,,10050004,,,,,48.1638140000,-109.6616650000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,CHIPCREE_WQX-WF7,"By power pole, before ascending Bowery pk",River/Stream,,10050004,,,,,48.1660530000,-109.6751400000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,041,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1772A,FTPLK1772A,Reservoir,"Deepwater - 1 mile off dam at McCone/Valley county line where Missouri River used to flow, 170 - 200 ft. deep.",10040104,,,,,47.9953300000,-106.4239000000,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,30,105,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1805DW,FTPLK1805DW,Reservoir,Missouri River mile 1805 deepwater sampling site,10040104,,,,,47.6799700000,-106.8796000000,,,,GPS-Unspecified,OTHER,,,,,,,US,30,105,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPNFMORR1,FTPNFMORR1,Reservoir,"Missouri River inflow near Landusky, Mt - long-term ambient monitoring",10040104,,,,,47.6369700000,-108.6872000000,,,,GPS-Unspecified,OTHER,,,,,,,US,30,071,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPPP1,FTPPP1,Reservoir,"Power Plant - ""raw"" penstock water within Fort Peck Dam",10060001,,,,,48.0126100000,-106.4108000000,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,30,055,,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPRRTW1B,FTPRRTW1B,River/Stream,Tailwater sample site located on the riverbank just to the north of the powerhouse,10060001,,,,,48.0156900000,-106.4361000000,,,,Interpolation-Digital Map Source (Tiger),OTHER,,,,,,,US,30,105,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-LBHR-010,Little Big Horn River at State Line Hwy418-Little Big Horn Rd Bridge,River/Stream,,10080016,,,,,45.0430560000,-107.5944440000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-LBHR-065,Little Big Horn River at highway overpass,River/Stream,,10080016,,,,,45.3147800000,-107.3504700000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-LBHR-105,Little Big Horn River at Crow Fair Camp grounds,River/Stream,,10080016,,,,,45.6002780000,-107.4536110000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-LBHR-130,Little Big Horn River at Sarpy Bridge,River/Stream,,10080016,,,,,45.7355560000,-107.5577780000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-LG-010,Lodge Grass Creek at headwaters near stateline,River/Stream,,10080016,,,,,45.0418610000,-107.6872780000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-LG-020,Lodge Grass Creek at Lodge Grass Clinic,River/Stream,,10080016,,,,,45.3094720000,-107.3685560000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-PASS-010,Pass Creek at Birdinground residence,River/Stream,,10080016,,,,,45.0430560000,-107.4077780000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-PASS-020,Pass Creek at Mckinley residence,River/Stream,,10080016,,,,,45.1230560000,-107.4044440000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-PC-010,Pryor Creek at Pryor Gap,River/Stream,,10070008,,,,,45.3213890000,-108.5444440000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-PC-020,Pryor Creek near Plenty Coup Park,River/Stream,,10070008,,,,,45.4263890000,-108.5569440000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-PC-030,Pryor Creek Near Pryor-Creek Battle site,River/Stream,,10070008,,,,,45.5361110000,-108.4251110000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,111,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-RG-010,Rotten Grass Creek,River/Stream,,10080015,,,,,45.8513900000,-107.8064000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-Soap-010,Soap Creek,River/Stream,,10080015,,,,,45.4508300000,-107.7975000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CROWNATN,Crow Tribe of Indians (Montana) (Tribal),CROWNATN-Soap-020,Soap Creek,River/Stream,,10080015,,,,,45.4777800000,-107.9331000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,003,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-BLW-RON-WWTP,Crow Creek After Ronan Sewage lagoons (Mink Lane),River/Stream,,17010212,,,,,47.3120000000,-114.0712000000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-CNM0015,Crow Creek near Mouth,River/Stream,Crow Watershed Project Site,17010212,,,,,47.4709544700,-114.2782871900,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-LCC0404,Lower Crow Below Fish Ladder,River/Stream,Core Site AKA: Lower Crow Creek bl Moiese A Canal,17010212,,,,,47.4971931600,-114.2417324800,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-NCC0865,North Crow Campground,River/Stream,Crow Watershed Project Site,17010212,,,,,47.5772710000,-114.0163208200,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-SC-CITY-PK,Ronan Spring Creek below Town of Ronan (Park property),River/Stream,,17010212,,,,,47.3122000000,-114.0616000000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-SPM0085,Spring Creek near Mouth,River/Stream,Crow Watershed Project Site; Ronan Spring Creek near mouth,17010212,,,,,47.4946816700,-114.1250303100,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-SPR0595,Spring Creek above Ronan,River/Stream,Crow Watershed Project Site; Ronan Spring Creek near spring source,17010212,,,,,47.5427210100,-114.0892766800,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-WMC0018,West Miller Coulee,River/Stream,Fixed Field Project Site; AKA: West Miller Coulee near Mud Creek,17010212,,,,,47.5099876100,-114.2219775400,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-WWTF,Crow Creek near WWTF,River/Stream,,17010212,,,,,47.4985000000,-114.1483000000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHL-BAB1,Big Arm Bay,Lake,Flathead Lake Project Site; AKA: Flathead Lake Big Arm Bay,17010208,,,,,47.8130589200,-114.2947232700,,,,Interpolation-Other,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHL-EB1,East Bay,Lake,Flathead Lake Profile Site; Flathead Lake East Bay,17010208,,,,,47.7174200400,-114.0856776400,,,,Interpolation-Other,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHL-PBN1,Flathead Lake Polson Bay North,Lake,Flathead Lake Project Site,17010208,,,,,47.7419453000,-114.1461100300,,,,Interpolation-Other,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHL-PBS1,Flathead Lake Polson Bay South,Lake,Flathead Lake Profile Site,17010208,,,,,47.7030562800,-114.1729428900,,,,Interpolation-Other,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHR-CMS1387,Camas Creek at USGS gage,River/Stream,Fixed Field Project Site,17010212,,,,,47.4884506700,-114.6960216000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,089,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHR-FPB1126,Flathead River at Perma Bridge,River/Stream,Core Site,17010212,,,,,47.3675390600,-114.5783267100,,,,GPS-Unspecified,NAD83,,,,,,,US,30,089,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHR-FPO7726,Flathead River at Polson Bridge,River/Stream,Flathead Lake Project Site This site is monitored monthly AKA: FHR-FP07726,17010208,,,,,47.6951752900,-114.1688762100,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FHR-REV0410,Revais Creek,River/Stream,Revais Creek bl West Fork at USGS gage,17010212,,,,,47.2779795600,-114.4038509200,,,,GPS-Unspecified,NAD83,,,,,,,US,30,089,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLR-POLMAR-AIS,Polson Marina,River/Stream,Polson Marina (old Namen site),17010208,,,,,47.6944570000,-114.1423300000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-319DAYDS,Dayton Creek 319 Downstream,River/Stream,,17010208,,,,,47.8631980000,-114.2888690000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-BBC0160,Blue Bay Creek ab homesites,River/Stream,Fixed Field Project Site,17010208,,,,,47.8458128900,-114.0203796400,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-BBCSKTCG-AIS,Blue Bay CSKT Campground,River/Stream,Blue Bay (CSKT BB campground),17010208,,,,,47.8266180000,-114.0309180000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-BIGARMSPK-AIS,Big Arm State Park,River/Stream,,17010208,,,,,47.8068530000,-114.3107300000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-BNM0145,Blue Bay Creek Near Mouth,River/Stream,Pesticide Project Site,17010208,,,,,47.8294143800,-114.0261052500,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-DAY0084,Dayton Creek,River/Stream,"Core Site; Non Point Source Project Site FY 17 thru 2021  AKA: Dayton Near Mouth, Dayton Creek Upstream",17010208,,,,,47.8667742800,-114.2970332200,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-DAY319DS,Dayton Creek 319 Downstream,River/Stream,Non Point Source Project Site FY 17 thru 2021,17010208,,,,,47.8631980000,-114.2888690000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-DAYCITYPK-AIS,Dayton City Park,River/Stream,Dayton (Marina lauch site W. of City Park),17010208,,,,,47.8623520000,-114.2744770000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-ELMOSPK-AIS,Elmo State Park,River/Stream,,17010208,,,,,47.8343280000,-114.3332500000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-FINLEYSPK-AIS,Finely Point  State Park,River/Stream,,17010208,,,,,47.7555530000,-114.0850250000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-KINGSPT-AIS,Kings Point,River/Stream,,17010208,,,,,47.7667660000,-114.1338000000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-KK2020-PIPE,Unknown pipe near Flathead,Lake,,17010208,,,,,47.6939111100,-114.1415361100,,,,GPS-Unspecified,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-POLCITYPK-AIS,Polson City Park,River/Stream,"immediately S. of Polson Bridge, East side",17010208,,,,,47.6940000000,-114.1670000000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-SALPOINT-AIS,Salish Point Park,River/Stream,Salish Point Park (ramp N. KwaTaqNuk),17010208,,,,,47.6970000000,-114.1600000000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-WALSSPK-AIS,Walstead State Park,River/Stream,,17010208,,,,,47.8040080000,-114.2781250000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLT-YELBAYSPK-AIS,Yellow Bay State Park,River/Stream,,17010208,,,,,47.8729330000,-114.0338670000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-FLUC,Flathead Lake Unknown Culvert,Lake,,17010208,,,,,47.6896000000,-114.1780000000,,,,Unknown,UNKWN,,,,,,,US,30,047,,,,,,,,,,STORET
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-JCK-FNM0003,Finley Creek Near Mouth,River/Stream,Fixed Field Project Site,17010212,,,,,47.1782196100,-114.1017786500,,,,Unknown,NAD83,,,,,,,US,30,047,,,,,,,,,,STORET
